"She Hate Me","2004"
"The Manchurian Candidate","2004"
"The Village","2004"
"Collateral","2004"
"Little Black Book","2004"
"Open Water","2004"
"The Princess Diaries 2: Royal Engagement","2004"
"Alien vs. Predator","2004"
"Yu-Gi-Oh! The Movie: Pyramid of Light","2004"
"Exorcist: The Beginning","2004"
"Without a Paddle","2004"
"Anacondas: The Hunt for the Blood Orchid","2004"
"Layer Cake","2004"
"Suspect Zero","2004"
"5x2","2004"
"Vanity Fair","2004"
"The Cookout","2004"
"Paparazzi","2004"
"Wicker Park","2004"
"Cellular","2004"
"Criminal","2004"
"Resident Evil: Apocalypse","2004"
"Funky Monkey","2004"
"Ghost in the Shell 2: Innocence","2004"
"Mr. 3000","2004"
"Sky Captain and the World of Tomorrow","2004"
"Wimbledon","2004"
"First Daughter","2004"
"The Forgotten","2004"
"The Last Shot","2004"
"I Heart Huckabees","2004"
"Ladder 49","2004"
"Shark Tale","2004"
"Bride and Prejudice","2004"
"Taxi","2004"
"Around the Bend","2004"
"Friday Night Lights","2004"
"Raise Your Voice","2004"
"Shall We Dance?","2004"
"Team America: World Police","2004"
"The Grudge","2004"
"Sideways","2004"
"Surviving Christmas","2004"
"Ray","2004"
"Saw","2004"
"Alfie","2004"
"The Incredibles","2004"
"The Polar Express","2004"
"After the Sunset","2004"
"Finding Neverland","2004"
"Seed of Chucky","2004"
"Bridget Jones: The Edge of Reason","2004"
"National Treasure","2004"
"The SpongeBob SquarePants Movie","2004"
"Alexander","2004"
"Christmas with the Kranks","2004"
"Closer","2004"
"Blade: Trinity","2004"
"Ocean's Twelve","2004"
"Kung Fu Hustle","2004"
"Million Dollar Baby","2004"
"Flight of the Phoenix","2004"
"Lemony Snicket's A Series of Unfortunate Events","2004"
"Spanglish","2004"
"Hotel Rwanda","2004"
"Meet the Fockers","2004"
"The Phantom of the Opera","2004"
"The Aviator","2004"
"Fat Albert","2004"
"The Life Aquatic with Steve Zissou","2004"
"In Good Company","2004"
"White Noise","2005"
"Coach Carter","2005"
"Elektra","2005"
"Racing Stripes","2005"
"Assault on Precinct 13","2005"
"Are We There Yet?","2005"
"Alone in the Dark","2005"
"Hide and Seek","2005"
"Boogeyman","2005"
"The Wedding Date","2005"
"Hitch","2005"
"Pooh's Heffalump Movie","2005"
"Because of Winn-Dixie","2005"
"Constantine","2005"
"Son of the Mask","2005"
"Cursed","2005"
"Diary of a Mad Black Woman","2005"
"Man of the House","2005"
"Be Cool","2005"
"The Jacket","2005"
"The Pacifier","2005"
"Hostage","2005"
"Robots","2005"
"Ice Princess","2005"
"The Ring Two","2005"
"Miss Congeniality 2: Armed and Fabulous","2005"
"Guess Who","2005"
"Valiant","2005"
"Beauty Shop","2005"
"Sin City","2005"
"The Upside of Anger","2005"
"Fever Pitch","2005"
"Sahara","2005"
"State Property 2","2005"
"The Amityville Horror","2005"
"The Interpreter","2005"
"King's Ransom","2005"
"A Lot like Love","2005"
"The Hitchhiker's Guide to the Galaxy","2005"
"XXX: State of the Union","2005"
"Crash","2005"
"House of Wax","2005"
"Jiminy Glick in Lalawood","2005"
"Kingdom of Heaven","2005"
"Kicking & Screaming","2005"
"Mad Hot Ballroom","2005"
"Mindhunters","2005"
"Monster-in-Law","2005"
"Unleashed","2005"
"Star Wars: Episode III – Revenge of the Sith","2005"
"Dominion: Prequel to the Exorcist","2005"
"The Longest Yard","2005"
"Madagascar","2005"
"The Sisterhood of the Traveling Pants","2005"
"Amatemi","2005"
"Cinderella Man","2005"
"The League of Gentlemen's Apocalypse","2005"
"Lords of Dogtown","2005"
"The Adventures of Sharkboy and Lavagirl in 3-D","2005"
"The Honeymooners","2005"
"Mr. & Mrs. Smith","2005"
"Batman Begins","2005"
"The Perfect Man","2005"
"Herbie: Fully Loaded","2005"
"Bewitched","2005"
"Land of the Dead","2005"
"War of the Worlds","2005"
"Rebound","2005"
"Yakeen","2005"
"Dark Water","2005"
"Fantastic Four","2005"
"Charlie and the Chocolate Factory","2005"
"Wedding Crashers","2005"
"Bad News Bears","2005"
"The Devil's Rejects","2005"
"Hustle & Flow","2005"
"The Island","2005"
"March of the Penguins","2005"
"Must Love Dogs","2005"
"Sky High","2005"
"Stealth","2005"
"The Dukes of Hazzard","2005"
"Deuce Bigalow: European Gigolo","2005"
"Four Brothers","2005"
"The Great Raid","2005"
"The Skeleton Key","2005"
"Supercross","2005"
"The 40-Year-Old Virgin","2005"
"Red Eye","2005"
"The Brothers Grimm","2005"
"The Cave","2005"
"Undiscovered","2005"
"The Constant Gardener","2005"
"A Sound of Thunder","2005"
"Transporter 2","2005"
"Underclassman","2005"
"Thumbsucker","2005"
"The Exorcism of Emily Rose","2005"
"The Man","2005"
"An Unfinished Life","2005"
"Cry Wolf","2005"
"Just Like Heaven","2005"
"Lord of War","2005"
"Venom","2005"
"Corpse Bride","2005"
"Dirty Love","2005"
"Flightplan","2005"
"Roll Bounce","2005"
"Capote","2005"
"The Greatest Game Ever Played","2005"
"A History of Violence","2005"
"Into the Blue","2005"
"Little Manhattan","2005"
"Oliver Twist","2005"
"Serenity","2005"
"Wallace & Gromit: The Curse of the Were-Rabbit","2005"
"The Gospel","2005"
"In Her Shoes","2005"
"Two for the Money","2005"
"Waiting...","2005"
"Domino","2005"
"Elizabethtown","2005"
"The Fog","2005"
"The Prize Winner of Defiance, Ohio","2005"
"Doom","2005"
"Dreamer","2005"
"Kids in America","2005"
"Kiss Kiss Bang Bang","2005"
"North Country","2005"
"Stay","2005"
"The Legend of Zorro","2005"
"Prime","2005"
"Saw II","2005"
"The Weather Man","2005"
"Chicken Little","2005"
"Good Night, and Good Luck","2005"
"Jarhead","2005"
"Shopgirl","2005"
"Get Rich or Die Tryin'","2005"
"F*ck","2005"
"Derailed","2005"
"Zathura","2005"
"Harry Potter and the Goblet of Fire","2005"
"Walk the Line","2005"
"Bee Season","2005"
"The Ice Harvest","2005"
"In the Mix","2005"
"Just Friends","2005"
"Pride & Prejudice","2005"
"Rent","2005"
"Yours, Mine and Ours","2005"
"Æon Flux","2005"
"Brokeback Mountain","2005"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","2005"
"Syriana","2005"
"King Kong","2005"
"The Family Stone","2005"
"Cheaper by the Dozen 2","2005"
"Fun with Dick and Jane","2005"
"Memoirs of a Geisha","2005"
"Munich","2005"
"The Ringer","2005"
"Transamerica","2005"
"Casanova","2005"
"The New World","2005"
"The Producers","2005"
"Rumor Has It","2005"
"Wolf Creek","2005"
"BloodRayne","2006"
"Grandma's Boy","2006"
"Hostel","2006"
"Glory Road","2006"
"Hoodwinked!","2006"
"Last Holiday","2006"
"Tristan and Isolde","2006"
"End of the Spear","2006"
"Underworld: Evolution","2006"
"Wristcutters: A Love Story","2006"
"Annapolis","2006"
"Big Momma's House 2","2006"
"Nanny McPhee","2006"
"Something New","2006"
"When a Stranger Calls","2006"
"Curious George","2006"
"Final Destination 3","2006"
"Firewall","2006"
"The Pink Panther","2006"
"Date Movie","2006"
"Eight Below","2006"
"Freedomland","2006"
"Doogal","2006"
"Madea's Family Reunion","2006"
"Running Scared","2006"
"16 Blocks","2006"
"Aquamarine","2006"
"Dave Chappelle's Block Party","2006"
"Ultraviolet","2006"
"Failure to Launch","2006"
"The Hills Have Eyes","2006"
"The Shaggy Dog","2006"
"She's the Man","2006"
"Thank You for Smoking","2006"
"V for Vendetta","2006"
"Inside Man","2006"
"Larry the Cable Guy: Health Inspector","2006"
"The Secret","2006"
"Stay Alive","2006"
"Unidentified","2006"
"ATL","2006"
"Basic Instinct 2","2006"
"Ice Age: The Meltdown","2006"
"Slither","2006"
"The Benchwarmers","2006"
"Friends with Money","2006"
"Lucky Number Slevin","2006"
"Phat Girlz","2006"
"Take the Lead","2006"
"Scary Movie 4","2006"
"The Wild","2006"
"American Dreamz","2006"
"The Sentinel","2006"
"Silent Hill","2006"
"Akeelah and the Bee","2006"
"Alien Autopsy","2006"
"RV","2006"
"Stick It","2006"
"United 93","2006"
"An American Haunting","2006"
"Art School Confidential","2006"
"Hoot","2006"
"Mission: Impossible III","2006"
"Goal!","2006"
"Just My Luck","2006"
"Poseidon","2006"
"The Da Vinci Code","2006"
"Over the Hedge","2006"
"See No Evil","2006"
"X-Men: The Last Stand","2006"
"The Break-Up","2006"
"The Omen","2006"
"Cars","2006"
"A Prairie Home Companion","2006"
"The Fast and the Furious: Tokyo Drift","2006"
"Garfield: A Tail of Two Kitties","2006"
"The Lake House","2006"
"Nacho Libre","2006"
"The Collingswood Story","2006"
"Click","2006"
"Waist Deep","2006"
"Superman Returns","2006"
"The Devil Wears Prada","2006"
"Pirates of the Caribbean: Dead Man's Chest","2006"
"Little Man","2006"
"You, Me and Dupree","2006"
"The Girl Who Leapt Through Time","2006"
"Clerks II","2006"
"Lady in the Water","2006"
"Monster House","2006"
"My Super Ex-Girlfriend","2006"
"Little Miss Sunshine","2006"
"The Ant Bully","2006"
"John Tucker Must Die","2006"
"Miami Vice","2006"
"Scoop","2006"
"Barnyard","2006"
"The Descent","2006"
"The Night Listener","2006"
"Talladega Nights: The Ballad of Ricky Bobby","2006"
"World Trade Center","2006"
"Pulse","2006"
"Step Up","2006"
"Zoom","2006"
"Accepted","2006"
"The Illusionist","2006"
"Kenny","2006"
"Material Girls","2006"
"Snakes on a Plane","2006"
"Beerfest","2006"
"How to Eat Fried Worms","2006"
"Idlewild","2006"
"Invincible","2006"
"Crank","2006"
"Crossover","2006"
"Idiocracy","2006"
"The Wicker Man","2006"
"The Black Dahlia","2006"
"The Covenant","2006"
"Tom-Yum-Goong","2006"
"Everyone's Hero","2006"
"Gridiron Gang","2006"
"The Last Kiss","2006"
"Ultraman Mebius & Ultraman Brothers","2006"
"All the King's Men","2006"
"Fearless","2006"
"Flyboys","2006"
"Jackass Number Two","2006"
"Facing the Giants","2006"
"The Guardian","2006"
"Open Season","2006"
"School for Scoundrels","2006"
"The Queen","2006"
"The Departed","2006"
"Employee of the Month","2006"
"The Texas Chainsaw Massacre: The Beginning","2006"
"Trailer Park Boys: The Movie","2006"
"The Grudge 2","2006"
"Man of the Year","2006"
"The Marine","2006"
"One Night with the King","2006"
"Flags of Our Fathers","2006"
"Flicka","2006"
"Marie Antoinette","2006"
"The Prestige","2006"
"Babel","2006"
"Catch a Fire","2006"
"Dirty Sanchez: the Movie","2006"
"Running with Scissors","2006"
"Saw III","2006"
"Borat! Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006"
"Flushed Away","2006"
"The Santa Clause 3: The Escape Clause","2006"
"Volver","2006"
"Breaking and Entering","2006"
"A Good Year","2006"
"Harsh Times","2006"
"The Return","2006"
"Stranger Than Fiction","2006"
"Bobby","2006"
"Casino Royale","2006"
"For Your Consideration","2006"
"Happy Feet","2006"
"Let's Go to Prison","2006"
"Griffin & Phoenix","2006"
"Deck the Halls","2006"
"Déjà Vu","2006"
"The Fountain","2006"
"Tenacious D in The Pick of Destiny","2006"
"The Nativity Story","2006"
"The Roses of the Desert","2006"
"Turistas","2006"
"Van Wilder: The Rise of Taj","2006"
"Miss Potter","2006"
"Apocalypto","2006"
"Blood Diamond","2006"
"The Holiday","2006"
"Unaccompanied Minors","2006"
"Charlotte's Web","2006"
"Commediasexi","2006"
"Dreamgirls","2006"
"Eragon","2006"
"The Pursuit of Happyness","2006"
"Salvage","2006"
"Letters from Iwo Jima","2006"
"Rocky Balboa","2006"
"Curse of the Golden Flower","2006"
"The Good Shepherd","2006"
"Night at the Museum","2006"
"We Are Marshall","2006"
"Black Christmas","2006"
"Children of Men","2006"
"Notes on a Scandal","2006"
"Arthur and the Invisibles","2006"
"Pan's Labyrinth","2006"
"Code Name: The Cleaner","2007"
"Freedom Writers","2007"
"Happily N'Ever After","2007"
"Perfume: The Story of a Murderer","2007"
"Three","2007"
"Murder Party","2007"
"Alpha Dog","2007"
"Miss Potter","2007"
"Primeval","2007"
"Stomp the Yard","2007"
"The Hitcher","2007"
"The Painted Veil","2007"
"Blood & Chocolate","2007"
"Catch and Release","2007"
"Epic Movie","2007"
"Seraphim Falls","2007"
"Smokin' Aces","2007"
"Because I Said So","2007"
"The Messengers","2007"
"Hannibal Rising","2007"
"Norbit","2007"
"Pumpkinhead: Blood Feud","2007"
"Daddy's Little Girls","2007"
"Music and Lyrics","2007"
"Starter for 10","2007"
"Breach","2007"
"Bridge to Terabithia","2007"
"Ghost Rider","2007"
"Venus","2007"
"The Abandoned","2007"
"Amazing Grace","2007"
"The Astronaut Farmer","2007"
"The Number 23","2007"
"Reno 911!: Miami","2007"
"Black Snake Moan","2007"
"Wild Hogs","2007"
"Zodiac","2007"
"300","2007"
"The Ultimate Gift","2007"
"1 More Hit","2007"
"Dead Silence","2007"
"I Think I Love My Wife","2007"
"Premonition","2007"
"The Hills Have Eyes 2","2007"
"The Last Mimzy","2007"
"Pride","2007"
"Reign Over Me","2007"
"Shooter","2007"
"TMNT","2007"
"Blades of Glory","2007"
"The Lookout","2007"
"Meet the Robinsons","2007"
"Are We Done Yet?","2007"
"Firehouse Dog","2007"
"The Reaping","2007"
"Grindhouse","2007"
"The Hoax","2007"
"The TV Set","2007"
"Aqua Teen Hunger Force Colon Movie Film for Theaters","2007"
"Disturbia","2007"
"Lonely Hearts","2007"
"Pathfinder","2007"
"Perfect Stranger","2007"
"Redline","2007"
"Slow Burn","2007"
"Year of the Dog","2007"
"Fracture","2007"
"Hot Fuzz","2007"
"In the Land of Women","2007"
"The Tripper","2007"
"Vacancy","2007"
"The Condemned","2007"
"The Invisible","2007"
"Jindabyne","2007"
"Kickin' It Old Skool","2007"
"Next","2007"
"Waitress","2007"
"Away from Her","2007"
"Civic Duty","2007"
"Lucky You","2007"
"Spider-Man 3","2007"
"28 Weeks Later","2007"
"Delta Farce","2007"
"The Ex","2007"
"Georgia Rule","2007"
"Home of the Brave","2007"
"ShowBusiness: The Road to Broadway","2007"
"Once","2007"
"Black Book","2007"
"Even Money","2007"
"Sancarity","2007"
"Shrek the Third","2007"
"The Wendell Baker Story","2007"
"Angel-A","2007"
"Bug","2007"
"Pirates of the Caribbean: At World's End","2007"
"Day Watch","2007"
"Gracie","2007"
"Knocked Up","2007"
"Mr. Brooks","2007"
"Pierrepoint: The Last Hangman","2007"
"Hostel: Part II","2007"
"La Vie en rose","2007"
"Ocean's Thirteen","2007"
"Surf's Up","2007"
"DOA: Dead or Alive","2007"
"Eagle vs Shark","2007"
"Fantastic Four: Rise of the Silver Surfer","2007"
"Nancy Drew","2007"
"1408","2007"
"Black Sheep","2007"
"Evan Almighty","2007"
"A Mighty Heart","2007"
"You Kill Me","2007"
"Live Free or Die Hard","2007"
"Evening","2007"
"Ratatouille","2007"
"Sicko","2007"
"License to Wed","2007"
"Transformers","2007"
"Clubland","2007"
"Rescue Dawn","2007"
"El Arca","2007"
"Joshua","2007"
"Rise: Blood Hunter","2007"
"Harry Potter and the Order of the Phoenix","2007"
"Captivity","2007"
"Interview","2007"
"Talk to Me","2007"
"Hairspray","2007"
"I Now Pronounce You Chuck & Larry","2007"
"Sunshine","2007"
"Arctic Tale","2007"
"I Know Who Killed Me","2007"
"No Reservations","2007"
"The Simpsons Movie","2007"
"Who's Your Caddy?","2007"
"Becoming Jane","2007"
"The Bourne Ultimatum","2007"
"Bratz: The Movie","2007"
"Hot Rod","2007"
"Underdog","2007"
"Daddy Day Camp","2007"
"Rush Hour 3","2007"
"Skinwalkers","2007"
"Stardust","2007"
"The Invasion","2007"
"The Last Legion","2007"
"Superbad","2007"
"Mr. Bean's Holiday","2007"
"The Nanny Diaries","2007"
"Resurrecting the Champ","2007"
"September Dawn","2007"
"War","2007"
"Balls of Fury","2007"
"Death Sentence","2007"
"Halloween","2007"
"3:10 to Yuma","2007"
"The Brothers Solomon","2007"
"The Hunting Party","2007"
"Shoot 'Em Up","2007"
"Across the Universe","2007"
"The Brave One","2007"
"D-War","2007"
"Eastern Promises","2007"
"In the Valley of Elah","2007"
"Mr. Woodcock","2007"
"The Assassination of Jesse James by the Coward Robert Ford","2007"
"Good Luck Chuck","2007"
"Into the Wild","2007"
"The Jane Austen Book Club","2007"
"Resident Evil: Extinction","2007"
"Sydney White","2007"
"Feast of Love","2007"
"The Game Plan","2007"
"The Kingdom","2007"
"The Darjeeling Limited","2007"
"Feel the Noise","2007"
"The Heartbreak Kid","2007"
"Michael Clayton","2007"
"The Seeker","2007"
"Elizabeth: The Golden Age","2007"
"The Final Season","2007"
"Lars and the Real Girl","2007"
"Sleuth","2007"
"We Own the Night","2007"
"Why Did I Get Married?","2007"
"30 Days of Night","2007"
"The Comebacks","2007"
"Gone Baby Gone","2007"
"Rendition","2007"
"Reservation Road","2007"
"Sarah Landon and the Paranormal Hour","2007"
"The Ten Commandments","2007"
"Things We Lost in the Fire","2007"
"Before the Devil Knows You're Dead","2007"
"Dan in Real Life","2007"
"The Darjeeling Limited","2007"
"Saw IV","2007"
"American Gangster","2007"
"Bee Movie","2007"
"Martian Child","2007"
"Borderland","2007"
"Fred Claus","2007"
"Lions for Lambs","2007"
"No Country For Old Men","2007"
"P2","2007"
"Southland Tales","2007"
"Beowulf","2007"
"Love in the Time of Cholera","2007"
"Margot at the Wedding","2007"
"Mr. Magorium's Wonder Emporium","2007"
"August Rush","2007"
"Enchanted","2007"
"Hitman","2007"
"I'm Not There","2007"
"The Mist","2007"
"This Christmas","2007"
"The Savages","2007"
"Awake","2007"
"Tony n' Tina's Wedding: The Movie","2007"
"Juno","2007"
"Atonement","2007"
"The Golden Compass","2007"
"Grace Is Gone","2007"
"Noelle","2007"
"Revolver","2007"
"The Perfect Holiday","2007"
"Alvin and the Chipmunks","2007"
"I Am Legend","2007"
"The Kite Runner","2007"
"Youth Without Youth","2007"
"Charlie Wilson's War","2007"
"National Treasure: Book of Secrets","2007"
"P.S. I Love You","2007"
"Sweeney Todd: The Demon Barber of Fleet Street","2007"
"Walk Hard: The Dewey Cox Story","2007"
"Aliens vs. Predator: Requiem","2007"
"The Bucket List","2007"
"The Great Debaters","2007"
"St Trinian's","2007"
"The Water Horse: Legend of the Deep","2007"
"There Will Be Blood","2007"
"The Orphanage","2007"
"One Missed Call","2008"
"First Sunday","2008"
"In the Name of the King","2008"
"The Pirates Who Don't Do Anything: A VeggieTales Movie","2008"
"27 Dresses","2008"
"Cassandra's Dream","2008"
"Cloverfield","2008"
"Mad Money","2008"
"Teeth","2008"
"How She Move","2008"
"Meet the Spartans","2008"
"Minutemen","2008"
"Rambo","2008"
"Untraceable","2008"
"Asterix at the Olympic Games","2008"
"The Eye","2008"
"Hannah Montana and Miley Cyrus: Best of Both Worlds Concert","2008"
"Over Her Dead Body","2008"
"Strange Wilderness","2008"
"How to Rob a Bank","2008"
"Fool's Gold","2008"
"In Bruges","2008"
"Welcome Home Roscoe Jenkins","2008"
"Wild West Comedy Show: 30 Days and 30 Nights – Hollywood to the Heartland","2008"
"Definitely, Maybe","2008"
"Jumper","2008"
"The Spiderwick Chronicles","2008"
"Step Up 2: The Streets","2008"
"Diary of the Dead","2008"
"Be Kind Rewind","2008"
"Charlie Bartlett","2008"
"U2 3D","2008"
"Vantage Point","2008"
"Witless Protection","2008"
"Bonneville","2008"
"City of Men","2008"
"The Other Boleyn Girl","2008"
"Penelope","2008"
"Semi-Pro","2008"
"10,000 BC","2008"
"The Bank Job","2008"
"College Road Trip","2008"
"Married Life","2008"
"Miss Pettigrew Lives for a Day","2008"
"Paranoid Park","2008"
"Snow Angels","2008"
"Doomsday","2008"
"Dr. Seuss' Horton Hears a Who!","2008"
"Funny Games","2008"
"Never Back Down","2008"
"Sleepwalking","2008"
"Drillbit Taylor","2008"
"The Grand","2008"
"Meet the Browns","2008"
"Shutter","2008"
"Under the Same Moon","2008"
"21","2008"
"Chapter 27","2008"
"Run Fatboy Run","2008"
"Stop-Loss","2008"
"Superhero Movie","2008"
"Leatherheads","2008"
"My Blueberry Nights","2008"
"Nim's Island","2008"
"The Ruins","2008"
"Shine a Light","2008"
"Never Forever","2008"
"Prom Night","2008"
"Smart People","2008"
"Street Kings","2008"
"The Visitor","2008"
"88 Minutes","2008"
"Anamorph","2008"
"Expelled: No Intelligence Allowed","2008"
"The Forbidden Kingdom","2008"
"Forgetting Sarah Marshall","2008"
"The Life Before Her Eyes","2008"
"Where in the World Is Osama bin Laden?","2008"
"Young@Heart","2008"
"Baby Mama","2008"
"Deal","2008"
"Deception","2008"
"Harold & Kumar Escape from Guantanamo Bay","2008"
"Rogue","2008"
"Son of Rambow","2008"
"Mister Lonely","2008"
"Iron Man","2008"
"Made of Honor","2008"
"Redbelt","2008"
"Then She Found Me","2008"
"The Fall","2008"
"Speed Racer","2008"
"What Happens in Vegas","2008"
"The Chronicles of Narnia: Prince Caspian","2008"
"Indiana Jones and the Kingdom of the Crystal Skull","2008"
"War, Inc.","2008"
"Savage Grace","2008"
"The Foot Fist Way","2008"
"Sex and the City","2008"
"The Strangers","2008"
"And When Did You Last See Your Father?","2008"
"Kung Fu Panda","2008"
"Mongol","2008"
"The Promotion","2008"
"You Don't Mess with the Zohan","2008"
"The Children of Huang Shi","2008"
"The Happening","2008"
"The Incredible Hulk","2008"
"Quid Pro Quo","2008"
"Brick Lane","2008"
"Get Smart","2008"
"Kit Kittredge: An American Girl","2008"
"The Love Guru","2008"
"Finding Amanda","2008"
"WALL-E","2008"
"Wanted","2008"
"Hancock","2008"
"The Wackness","2008"
"Garden Party","2008"
"Hellboy II: The Golden Army","2008"
"Journey to the Center of the Earth","2008"
"Meet Dave","2008"
"The Stone Angel","2008"
"The Dark Knight","2008"
"Mamma Mia!","2008"
"Space Chimps","2008"
"Boy A","2008"
"Brideshead Revisited","2008"
"Step Brothers","2008"
"The X-Files: I Want to Believe","2008"
"Frozen River","2008"
"The Midnight Meat Train","2008"
"The Mummy: Tomb of the Dragon Emperor","2008"
"Swing Vote","2008"
"Pineapple Express","2008"
"The Sisterhood of the Traveling Pants 2","2008"
"Beer For My Horses","2008"
"Elegy","2008"
"Hell Ride","2008"
"What We Do Is Secret","2008"
"Tropic Thunder","2008"
"Fly Me to the Moon","2008"
"Henry Poole Is Here","2008"
"Mirrors","2008"
"Star Wars: The Clone Wars","2008"
"Vicky Cristina Barcelona","2008"
"The Rocker","2008"
"Death Race","2008"
"The Fifth Commandment","2008"
"Hamlet 2","2008"
"The House Bunny","2008"
"The Longshots","2008"
"Trouble the Water","2008"
"Traitor","2008"
"Babylon A.D.","2008"
"College","2008"
"Disaster Movie","2008"
"Goal II: Living the Dream","2008"
"I Served the King of England","2008"
"Bangkok Dangerous","2008"
"Surfer, Dude","2008"
"The Boy in the Striped Pyjamas","2008"
"Burn After Reading","2008"
"The Family That Preys","2008"
"Proud American","2008"
"Righteous Kill","2008"
"Towelhead","2008"
"The Women","2008"
"Superior Ultraman 8 Brothers","2008"
"Appaloosa","2008"
"Battle in Seattle","2008"
"The Duchess","2008"
"Ghost Town","2008"
"Hounddog","2008"
"Igor","2008"
"Lakeview Terrace","2008"
"Local Color","2008"
"My Best Friend's Girl","2008"
"Choke","2008"
"Eagle Eye","2008"
"Fireproof","2008"
"Forever Strong","2008"
"The Lucky Ones","2008"
"Miracle at St. Anna","2008"
"Nights in Rodanthe","2008"
"Towelhead","2008"
"An American Carol","2008"
"Beverly Hills Chihuahua","2008"
"Blindness","2008"
"Flash of Genius","2008"
"How to Lose Friends & Alienate People","2008"
"Nick & Norah's Infinite Playlist","2008"
"Rachel Getting Married","2008"
"Religulous","2008"
"RocknRolla","2008"
"Body of Lies","2008"
"City of Ember","2008"
"The Express: The Ernie Davis Story","2008"
"Happy-Go-Lucky","2008"
"Quarantine","2008"
"Flick","2008"
"The Elephant King","2008"
"Filth and Wisdom","2008"
"Max Payne","2008"
"Morning Light","2008"
"The Secret Life of Bees","2008"
"Sex Drive","2008"
"W.","2008"
"What Just Happened","2008"
"Changeling","2008"
"High School Musical 3: Senior Year","2008"
"Passengers","2008"
"Pride and Glory","2008"
"Saw V","2008"
"Synecdoche, New York","2008"
"The Haunting of Molly Hartley","2008"
"The Other End of the Line","2008"
"Zack and Miri Make a Porno","2008"
"The Boy in the Striped Pajamas","2008"
"Madagascar: Escape 2 Africa","2008"
"Repo! The Genetic Opera","2008"
"Role Models","2008"
"Soul Men","2008"
"Slumdog Millionaire","2008"
"Quantum of Solace","2008"
"Bolt","2008"
"Lake City","2008"
"Special","2008"
"Twilight","2008"
"Australia","2008"
"Four Christmases","2008"
"Milk","2008"
"Transporter 3","2008"
"Cadillac Records","2008"
"Extreme Movie","2008"
"Frost/Nixon","2008"
"Nobel Son","2008"
"Punisher: War Zone","2008"
"The Reader","2008"
"Wendy and Lucy","2008"
"Adulthood","2008"
"Che","2008"
"Dark Streets","2008"
"The Day the Earth Stood Still","2008"
"Delgo","2008"
"Doubt","2008"
"Gran Torino","2008"
"Nothing like the Holidays","2008"
"Timecrimes","2008"
"Where God Left His Shoes","2008"
"While She Was Out","2008"
"The Wrestler","2008"
"Nothing but the Truth","2008"
"Seven Pounds","2008"
"The Tale of Despereaux","2008"
"Yes Man","2008"
